msoa,imd,ptal,density,density_source,imd_norm,density_norm,ptal_norm
E02000115,24.02,16.34894,10160.3,direct,0.43049714224091457,0.4182240116074345,0.16318888688952768
E02000116,34.45,14.549775,7798.0,direct,0.6554513102555808,0.31800382672000876,0.1438789666717237
E02000117,40.766666666666666,7.920083333333333,14306.7,direct,0.791689133326144,0.5941343424787133,0.07272439377153204
E02000118,23.04,5.986078,9150.8,direct,0.4093605090046371,0.37539614188561415,0.0519672710576764
E02000119,46.599999999999994,10.3646225,4131.8,direct,0.9175024263992235,0.16246590103983266,0.09896092920748727
E02000120,25.04,19.968780000000002,17810.7,direct,0.4524964952011215,0.7427909601164138,0.2020395879654244
E02000121,22.3,11.63142,8770.4,direct,0.393400194111938,0.3592577351078227,0.11255710224170791
E02000122,17.14,11.048044,6798.9,direct,0.2821093497250081,0.27561717526971585,0.10629589550581564
E02000123,36.24285714285715,19.544185714285714,13118.8,direct,0.6941196407388579,0.5437378824068456,0.19748253967798082
E02000124,21.22,19.825899999999997,9078.8,direct,0.3701067615658363,0.37234155385196277,0.2005060980405315
E02000125,18.516666666666666,13.690085000000002,12981.6,direct,0.3118012868902549,0.5379171952093877,0.13465216128586754
E02000126,38.175,21.996875,18710.0,direct,0.7357920845465329,0.7809436131533954,0.2238065479963983
E02000127,30.96666666666667,5.426961666666667,4192.1,direct,0.5803228009633704,0.1650241185180157,0.04596643634316286
E02000128,11.8,4.0935614000000005,3070.2,direct,0.1669362665803947,0.11742769747699511,0.03165543497990162
E02000130,17.3,13.117092,5669.5,direct,0.2855602286207269,0.22770256797518992,0.1285023923011662
E02000131,22.18,17.14828,5935.1,direct,0.3908120349401488,0.23897060383265947,0.1717679730916823
E02000132,15.12,11.927748,5660.2,direct,0.23854200366655884,0.22730801702084327,0.11573750539444899
E02000133,6.616666666666667,4.796556666666667,1799.1,direct,0.05514216902117258,0.06350149123290809,0.03920048088332191
E02000134,15.914285714285715,12.592588571428573,6072.2,direct,0.25567315247030553,0.24478704854673727,0.12287304793326281
E02000135,33.75,13.671026666666668,8530.7,direct,0.6403537150868112,0.3490885024457917,0.13444761367842134
E02000136,19.95,3.3199775000000002,1260.0,direct,0.3427154103310687,0.0406302633309434,0.023352781587479207
E02000137,8.379999999999999,7.348668000000001,4512.7,direct,0.09317373018440632,0.17862552023452444,0.06659155742917516
E02000138,6.359999999999999,7.293577999999999,4077.5,direct,0.04960638412595706,0.16016223256445392,0.06600029231185749
E02000139,12.88,15.078999999999999,5020.8,direct,0.19022969912649632,0.20018157828866703,0.14955898630709194
